"scientific_name","social"
"Sphecotheres vieilloti",1
"Oriolus isabellae",0
"Oriolus forsteni",0
"Oriolus bouroensis",0
"Oriolus phaeochromus",0
"Oriolus sagittatus",0
"Oriolus melanotis",0
"Oriolus finschi",0
"Oriolus decipiens",0
"Oriolus szalayi",0
"Oriolus cruentus",0
"Oriolus consanguineus",0
"Oriolus hosii",0
"Oriolus traillii",0
"Oriolus mellianus",0
"Oriolus xanthornus",0
"Oriolus xanthonotus",0
"Oriolus consobrinus",0
"Oriolus chlorocephalus",0
"Oriolus brachyrynchus",0
"Oriolus crassirostris",0
"Oriolus larvatus",0
"Oriolus monacha",1
"Oriolus percivali",0
"Oriolus nigripennis",0
"Oriolus auratus",0
"Oriolus oriolus",0
"Oriolus chinensis",0
"Oriolus tenuirostris",0
"Dicrurus aeneus",0
"Dicrurus remifer",0
"Dicrurus annectens",0
"Dicrurus paradiseus",0
"Dicrurus andamanensis",1
"Dicrurus montanus",0
"Dicrurus bracteatus",0
"Dicrurus hottentottus",0
"Dicrurus menagei",0
"Dicrurus balicassius",0
"Dicrurus striatus",0
"Dicrurus densus",0
"Dicrurus leucophaeus",0
"Dicrurus caerulescens",0
"Dicrurus forficatus",0
"Dicrurus fuscipennis",0
"Dicrurus modestus",0
"Dicrurus adsimilis",0
"Dicrurus macrocercus",0
"Dicrurus ludwigii",0
"Dicrurus atripennis",0
"Dicrurus sharpei",1
"Rhipidura leucophrys",0
"Rhipidura cockerelli",0
"Rhipidura albolimbata",0
"Chaetorhynchus papuensis",0
"Eutrichomyias rowleyi",1
"Hypothymis azurea",0
"Hypothymis helenae",0
"Hypothymis coelestis",0
"Trochocercus cyanomelas",1
"Trochocercus nitens",0
"Terpsiphone bedfordi",0
"Terpsiphone rufocinerea",0
"Terpsiphone rufiventer",1
"Terpsiphone viridis",0
"Terpsiphone paradisi",0
"Terpsiphone cinnamomea",0
"Terpsiphone atrochalybeia",1
"Terpsiphone mutata",0
"Terpsiphone bourbonnensis",0
"Chasiempis sandwichensis",0
"Pomarea iphis",1
"Neolalage banksiana",0
"Clytorhynchus pachycephaloides",0
"Clytorhynchus vitiensis",0
"Clytorhynchus nigrogularis",0
"Clytorhynchus sanctaecrucis",0
"Clytorhynchus hamlini",0
"Metabolus rugensis",0
"Symposiachrus axillaris",1
"Symposiachrus guttula",0
"Symposiachrus sacerdotum",0
"Symposiachrus boanensis",0
"Symposiachrus melanopterus",1
"Symposiachrus trivirgatus",0
"Symposiachrus bimaculatus",1
"Symposiachrus everetti",1
"Symposiachrus loricatus",0
"Symposiachrus julianae",1
"Symposiachrus manadensis",0
"Symposiachrus infelix",0
"Symposiachrus verticalis",0
"Symposiachrus barbatus",0
"Symposiachrus vidua",0
"Symposiachrus browni",0
"Symposiachrus rubiensis",0
"Monarcha cinerascens",0
"Monarcha melanopsis",0
"Monarcha frater",0
"Monarcha castaneiventris",0
"Monarcha richardsii",0
"Metabolus takatsukasae",1
"Carterornis leucotis",0
"Carterornis pileatus",1
"Carterornis chrysomela",0
"Arses insularis",0
"Arses telescopthalmus",0
"Arses kaupi",0
"Grallina cyanoleuca",0
"Grallina bruijnii",0
"Myiagra oceanica",0
"Myiagra galeata",0
"Myiagra cervinicauda",0
"Myiagra vanikorensis",1
"Myiagra albiventris",0
"Myiagra azureocapilla",0
"Myiagra ruficollis",0
"Myiagra cyanoleuca",0
"Myiagra inquieta",0
"Platylophus galericulatus",0
"Eurocephalus anguitimens",0
"Lanius corvinus",1
"Lanius cabanisi",0
"Lanius excubitoroides",1
"Lanius dorsalis",0
"Lanius excubitor",0
"Lanius somalicus",0
"Lanius ludovicianus",0
"Lanius sphenocercus",0
"Lanius nubicus",0
"Lanius humeralis",0
"Lanius gubernator",0
"Lanius souzae",0
"Lanius collaris",0
"Lanius minor",0
"Lanius senator",0
"Lanius tigrinus",0
"Lanius vittatus",0
"Lanius collurio",1
"Lanius validirostris",0
"Lanius bucephalus",0
"Lanius schach",0
"Platysmurus leucopterus",0
"Platysmurus aterrimus",0
"Perisoreus infaustus",0
"Perisoreus internigrans",0
"Cyanolyca viridicyanus",0
"Cyanolyca cucullata",0
"Cyanolyca pumilo",0
"Cyanolyca nanus",0
"Cyanolyca mirabilis",0
"Cyanolyca argentigula",0
"Cyanocorax formosus",1
"Cyanocorax morio",1
"Cyanocorax coeruleus",0
"Cyanocorax violaceus",1
"Cyanocorax cyanomelas",0
"Cyanocorax cristatellus",1
"Cyanocorax luxuosus",0
"Cyanocorax yncas",0
"Cyanocorax mystacalis",0
"Cyanocorax yucatanicus",0
"Cyanocorax beecheii",0
"Cyanocorax sanblasianus",0
"Cyanocorax dickeyi",1
"Cyanocorax affinis",0
"Cyanocorax heilprini",0
"Cyanocorax cayanus",0
"Cyanocorax chrysops",1
"Cyanocorax cyanopogon",0
"Cyanocitta cristata",1
"Cyanocitta stelleri",1
"Aphelocoma wollweberi",1
"Aphelocoma unicolor",0
"Aphelocoma californica",0
"Aphelocoma woodhouseii",1
"Aphelocoma insularis",0
"Gymnorhinus cyanocephalus",0
"Garrulus glandarius",0
"Garrulus bispecularis",1
"Garrulus lanceolatus",0
"Garrulus lidthi",0
"Cyanopica cyanus",0
"Cyanopica cooki",0
"Urocissa ornata",0
"Urocissa caerulea",0
"Urocissa flavirostris",0
"Urocissa erythroryncha",0
"Urocissa whiteheadi",1
"Cissa chinensis",0
"Cissa hypoleuca",0
"Cissa thalassina",0
"Dendrocitta vagabunda",0
"Dendrocitta occipitalis",0
"Dendrocitta cinerascens",1
"Dendrocitta formosae",0
"Dendrocitta leucogastra",0
"Dendrocitta frontalis",0
"Dendrocitta bayleii",0
"Crypsirina temia",0
"Crypsirina cucullata",0
"Temnurus temnurus",0
"Pica pica",1
"Pica bottanensis",1
"Pica serica",1
"Pica nutalli",0
"Zavattariornis stresemanni",0
"Podoces biddulphi",0
"Podoces panderi",0
"Podoces pleskei",0
"Nucifraga columbiana",0
"Nucifraga caryocatactes",0
"Nucifraga multipunctata",1
"Pyrrhocorax pyrrhocorax",1
"Pyrrhocorax graculus",1
"Ptilostomus afer",1
"Corvus monedula",1
"Corvus dauuricus",1
"Corvus splendens",1
"Corvus moneduloides",0
"Corvus typicus",0
"Corvus enca",0
"Corvus celebensis",0
"Corvus samarensis",0
"Corvus sierramadrensis",0
"Corvus florensis",0
"Corvus kubaryi",0
"Corvus validus",0
"Corvus woodfordi",0
"Corvus meeki",0
"Corvus fuscicapillus",0
"Corvus tristis",1
"Corvus capensis",0
"Corvus frugilegus",0
"Corvus brachyrhynchos",1
"Corvus caurinus",0
"Corvus imparatus",0
"Corvus sinaloae",1
"Corvus ossifragus",1
"Corvus palmarum",1
"Corvus minutus",0
"Corvus jamaicensis",0
"Corvus nasicus",1
"Corvus leucognaphalus",1
"Corvus corone",0
"Corvus cornix",0
"Corvus pectoralis",0
"Corvus macrorhynchos",0
"Corvus philippinus",0
"Corvus orru",0
"Corvus bennetti",0
"Corvus tasmanicus",1
"Corvus mellori",1
"Corvus coronoides",0
"Corvus albus",0
"Corvus ruficollis",0
"Corvus edithae",1
"Corvus cryptoleucus",1
"Corvus rhipidurus",0
"Corvus albicollis",1
"Corvus crassirostris",0
"Corcorax melanorhamphos",1
"Struthidea cinerea",1
"Lycocorax pyrrhopterus",0
"Manucodia ater",0
"Manucodia comrii",0
"Phonygammus keraudrenii",0
"Paradigalla brevicauda",0
"Astrapia splendidissima",0
"Astrapia mayeri",0
"Astrapia stephaniae",1
"Astrapia rothschildi",0
"Parotia sefilata",1
"Parotia carolae",0
"Parotia lawesii",1
"Parotia helenae",1
"Parotia wahnesi",0
"Pteridophora alberti",0
"Lophorina superba",0
"Lophorina paradisea",0
"Lophorina victoriae",0
"Lophorina magnifica",0
"Epimachus meyeri",0
"Drepanornis bruijnii",1
"Cicinnurus magnificus",0
"Cicinnurus respublica",0
"Cicinnurus regius",1
"Semioptera wallacii",1
"Paradisaea apoda",0
"Paradisaea raggiana",1
"Paradisaea minor",1
"Paradisaea decora",0
"Paradisaea rubra",0
"Paradisaea guilielmi",0
"Paradisornis rudolphi",0
"Petroica macrocephala",0
"Petroica dannefaerdi",0
"Drymodes brunneopygia",0
"Heteromyias armiti",0
"Picathartes gymnocephalus",0
"Picathartes oreas",0
"Chaetops frenatus",0
"Chaetops aurantius",0
"Bombycilla garrulus",1
"Bombycilla cedrorum",1
"Ptiliogonys caudatus",1
"Phainopepla nitens",1
"Hypocolius ampelinus",0
"Dulus dominicus",1
"Stenostira scita",0
"Culicicapa ceylonensis",0
"Culicicapa helianthea",0
"Elminia longicauda",1
"Elminia albicauda",1
"Elminia nigromitrata",0
"Elminia albiventris",0
"Elminia albonotata",0
"Cephalopyrus flammiceps",1
"Sylviparus modestus",0
"Melanochlora sultanea",0
"Periparus rufonuchalis",0
"Periparus rubidiventris",0
"Periparus ater",0
"Pardaliparus venustulus",0
"Pardaliparus elegans",0
"Pardaliparus amabilis",0
"Lophophanes cristatus",0
"Lophophanes dichrous",0
"Baeolophus wollweberi",0
"Baeolophus inornatus",0
"Baeolophus ridgwayi",0
"Baeolophus bicolor",0
"Baeolophus atricristatus",0
"Sittiparus varius",0
"Sittiparus semilarvatus",0
"Poecile superciliosus",1
"Poecile lugubris",0
"Poecile cinctus",0
"Poecile rufescens",1
"Poecile hudsonicus",1
"Poecile sclateri",0
"Poecile carolinensis",0
"Poecile atricapillus",1
"Poecile gambeli",0
"Poecile davidi",1
"Poecile palustris",0
"Poecile montanus",1
"Cyanistes caeruleus",0
"Cyanistes cyanus",0
"Pseudopodoces humilis",0
"Parus major",0
"Parus cinereus",1
"Parus monticolus",1
"Machlolophus nuchalis",0
"Machlolophus holsti",0
"Machlolophus xanthogenys",0
"Machlolophus spilonotus",0
"Melaniparus leucomelas",0
"Melaniparus niger",0
"Melaniparus albiventris",0
"Melaniparus leuconotus",1
"Melaniparus funereus",0
"Melaniparus rufiventris",0
"Melaniparus fringillinus",0
"Melaniparus fasciiventer",0
"Melaniparus thruppi",0
"Melaniparus griseiventris",0
"Melaniparus cinerascens",0
"Melaniparus afer",0
"Remiz pendulinus",1
"Remiz coronatus",1
"Remiz consobrinus",1
"Anthoscopus punctifrons",1
"Anthoscopus parvulus",1
"Anthoscopus musculus",0
"Anthoscopus flavifrons",1
"Anthoscopus caroli",0
"Anthoscopus minutus",1
"Auriparus flaviceps",0
"Nicator chloris",0
"Nicator gularis",0
"Nicator vireo",0
"Panurus biarmicus",0
"Alaemon alaudipes",0
"Alaemon hamertoni",0
"Chersomanes albofasciata",1
"Ammomanopsis grayi",1
"Certhilauda chuana",0
"Certhilauda subcoronata",0
"Certhilauda curvirostris",0
"Certhilauda brevirostris",0
"Ramphocoris clotbey",1
"Ammomanes deserti",1
"Ammomanes cinctura",1
"Ammomanes phoenicura",0
"Eremopterix australis",1
"Eremopterix hova",1
"Eremopterix nigriceps",1
"Eremopterix leucotis",1
"Eremopterix signatus",1
"Eremopterix verticalis",1
"Eremopterix leucopareia",1
"Calendulauda rufa",0
"Calendulauda poecilosterna",0
"Calendulauda gilletti",0
"Calendulauda africanoides",0
"Heteromirafra ruddi",0
"Mirafra williamsi",0
"Mirafra javanica",1
"Mirafra somalica",0
"Lullula arborea",1
"Spizocorys sclateri",1
"Spizocorys starki",1
"Spizocorys fremantlii",1
"Spizocorys fringillaris",1
"Spizocorys conirostris",1
"Alauda leucoptera",1
"Alauda gulgula",0
"Alauda arvensis",1
"Galerida deva",1
"Galerida modesta",1
"Galerida magnirostris",0
"Galerida theklae",1
"Galerida cristata",1
"Galerida malabarica",1
"Galerida macrorhyncha",0
"Eremophila bilopha",1
"Calandrella acutirostris",1
"Calandrella cinerea",1
"Melanocorypha bimaculata",1
"Melanocorypha calandra",1
"Melanocorypha yeltoniensis",1
"Chersophilus duponti",1
"Eremalauda dunni",1
"Eremalauda eremodites",0
"Alaudala somalica",1
"Alaudala rufescens",0
"Alaudala raytal",0
"Andropadus importunus",0
"Stelgidillas gracilirostris",1
"Calyptocichla serinus",1
"Neolestes torquatus",1
"Bleda syndactylus",0
"Bleda eximius",0
"Bleda canicapillus",0
"Bleda notatus",0
"Atimastillas flavicollis",0
"Ixonotus guttatus",1
"Thescelocichla leucopleura",1
"Chlorocichla laetissima",1
"Chlorocichla falkensteini",0
"Chlorocichla flaviventris",1
"Chlorocichla simplex",0
"Baeopogon indicator",1
"Baeopogon clamans",1
"Arizelocichla montana",0
"Arizelocichla tephrolaema",1
"Arizelocichla masukuensis",0
"Arizelocichla nigriceps",1
"Arizelocichla striifacies",0
"Arizelocichla milanjensis",1
"Criniger barbatus",1
"Criniger chloronotus",0
"Criniger calurus",1
"Criniger ndussumensis",0
"Criniger olivaceus",0
"Eurillas virens",0
"Eurillas latirostris",0
"Eurillas curvirostris",1
"Eurillas gracilis",1
"Eurillas ansorgei",0
"Phyllastrephus debilis",1
"Phyllastrephus albigula",1
"Phyllastrephus albigularis",0
"Phyllastrephus xavieri",1
"Phyllastrephus icterinus",0
"Phyllastrephus terrestris",1
"Phyllastrephus poensis",1
"Phyllastrephus strepitans",1
"Phyllastrephus cerviniventris",1
"Phyllastrephus fischeri",1
"Phyllastrephus cabanisi",1
"Pyrrhurus scandens",1
"Phyllastrephus flavostriatus",0
"Phyllastrephus poliocephalus",1
"Phyllastrephus hypochloris",1
"Phyllastrephus baumanni",1
"Tricholestes criniger",0
"Setornis criniger",1
"Alophoixus phaeocephalus",1
"Alophoixus bres",1
"Alophoixus flaveolus",1
"Alophoixus ochraceus",1
"Alophoixus pallidus",0
"Alcurus striatus",1
"Iole finschii",1
"Iole palawanensis",0
"Iole viridescens",0
"Iole propinqua",0
"Hemixos flavala",1
"Hemixos castanonotus",1
"Hemixos leucogrammicus",1
"Ixos sumatranus",0
"Ixos virescens",0
"Ixos malaccensis",1
"Ixos mcclellandii",0
"Ixos nicobariensis",0
"Hypsipetes philippinus",0
"Hypsipetes siquijorensis",0
"Hypsipetes harterti",0
"Hypsipetes longirostris",0
"Hypsipetes everetti",0
"Hypsipetes rufigularis",1
"Hypsipetes amaurotis",1
"Hypsipetes borbonicus",0
"Hypsipetes madagascariensis",1
"Hypsipetes olivaceus",0
"Hypsipetes thompsoni",1
"Hypsipetes leucocephalus",1
"Hypsipetes crassirostris",1
"Euptilotus eutilotus",0
"Microtarsus melanoleucos",1
"Poliolophus urostictus",0
"Brachypodius priocephalus",0
"Brachypodius atriceps",1
"Ixidia erythropthalmos",0
"Ixidia squamata",1
"Rubigula melanictera",1
"Nok hualon",1
"Spizixos canifrons",1
"Spizixos semitorques",1
"Pycnonotus simplex",0
"Pycnonotus plumosus",0
"Pycnonotus brunneus",1
"Pycnonotus zeylanicus",0
"Pycnonotus tympanistrigus",0
"Pycnonotus luteolus",0
"Pycnonotus blanfordi",1
"Pycnonotus conradi",0
"Pycnonotus davisoni",1
"Pycnonotus finlaysoni",0
"Pycnonotus flavescens",1
"Pycnonotus leucops",1
"Pycnonotus xantholaemus",1
"Pycnonotus penicillatus",1
"Pycnonotus taivanus",1
"Pycnonotus jocosus",1
"Pycnonotus goiavier",0
"Pycnonotus cafer",1
"Pycnonotus aurigaster",1
"Pycnonotus leucotis",1
"Pycnonotus leucogenys",1
"Pycnonotus xanthopygos",1
"Pycnonotus nigricans",1
"Pycnonotus barbatus",1
"Pycnonotus capensis",1
"Pseudochelidon eurystomina",0
"Eurochelidon sirintarae",1
"Psalidoprocne nitens",1
"Psalidoprocne albiceps",1
"Psalidoprocne fuliginosa",1
"Psalidoprocne pristoptera",1
"Psalidoprocne obscura",1
"Pseudhirundo griseopyga",1
"Cheramoeca leucosterna",1
"Phedina borbonica",1
"Neophedina cincta",1
"Phedinopsis brazzae",1
"Riparia paludicola",1
"Riparia cowani",0
"Riparia congica",0
"Riparia riparia",0
"Riparia diluta",0
"Tachycineta bicolor",1
"Tachycineta leucorrhoa",0
"Tachycineta meyeni",1
"Tachycineta stolzmanni",0
"Tachycineta albilinea",0
"Tachycineta albiventer",1
"Tachycineta euchrysea",1
"Tachycineta cyaneoviridis",1
"Tachycineta thalassina",1
"Progne tapera",1
"Progne modesta",1
"Progne subis",1
"Progne elegans",1
"Progne chalybea",1
"Progne sinaloae",1
"Progne cryptoleuca",1
"Progne dominicensis",0
"Stelgidopteryx serripennis",1
"Stelgidopteryx ruficollis",1
"Atticora fasciata",1
"Atticora pileata",1
"Atticora tibialis",1
"Pygochelidon cyanoleuca",1
"Pygochelidon melanoleuca",1
"Alopochelidon fucata",1
"Orochelidon flavipes",1
"Orochelidon murina",1
"Orochelidon andecola",1
"Ptyonoprogne rupestris",1
"Ptyonoprogne obsoleta",1
"Ptyonoprogne rufigula",1
"Ptyonoprogne fuligula",1
"Ptyonoprogne concolor",1
"Hirundo atrocaerulea",1
"Hirundo nigrorufa",1
"Hirundo dimidiata",1
"Hirundo domicola",1
"Hirundo javanica",0
"Hirundo tahitica",1
"Hirundo leucosoma",1
"Hirundo neoxena",1
"Hirundo rustica",1
"Hirundo lucida",1
"Hirundo aethiopica",1
"Hirundo angolensis",1
"Hirundo nigrita",1
"Hirundo albigularis",1
"Hirundo smithii",1
"Atronanus fuliginosus",1
"Delichon urbicum",1
"Delichon lagopodum",0
"Delichon dasypus",0
"Delichon nipalense",1
"Cecropis cucullata",0
"Cecropis rufula",1
"Cecropis daurica",1
"Cecropis melanocrissus",1
"Cecropis hyperythra",0
"Cecropis badia",0
"Cecropis abyssinica",1
"Cecropis semirufa",1
"Cecropis senegalensis",1
"Petrochelidon rufigula",0
"Petrochelidon preussi",0
"Petrochelidon spilodera",1
"Petrochelidon fluvicola",0
"Petrochelidon ariel",0
"Petrochelidon nigricans",1
"Petrochelidon pyrrhonota",0
"Petrochelidon fulva",0
"Petrochelidon rufocollaris",0
"Pnoepyga albiventer",0
"Melocichla mentalis",0
"Macrosphenus flavicans",0
"Macrosphenus kempi",0
"Macrosphenus concolor",0
"Macrosphenus kretschmeri",1
"Sylvietta brachyura",0
"Sylvietta whytii",0
"Sylvietta philippae",1
"Sylvietta rufescens",0
"Sylvietta isabellina",0
"Sylvietta virens",0
"Sylvietta denti",0
"Cryptillas victorini",0
"Abroscopus superciliaris",1
"Abroscopus schisticeps",1
"Phyllergates cucullatus",0
"Phyllergates heterolaemus",0
"Tickellia hodgsoni",1
"Horornis seebohmi",0
"Horornis diphone",0
"Horornis annae",0
"Horornis carolinae",0
"Horornis fortipes",0
"Tesia everetti",0
"Cettia castaneocoronata",0
"Urosphena squameiceps",0
"Urosphena whiteheadi",0
"Urosphena subulata",0
"Hemitesia neumanni",0
"Scotocerca inquieta",1
"Erythrocercus holochlorus",0
"Erythrocercus mccallii",1
"Erythrocercus livingstonei",0
"Hylia prasina",0
"Pholidornis rushiae",1
"Leptopoecile sophiae",0
"Psaltriparus minimus",0
"Aegithalos caudatus",0
"Aegithalos concinnus",1
"Aegithalos annamensis",1
"Aegithalos niveogularis",1
"Aegithalos iouschistos",1
"Aegithalos bonvaloti",1
"Aegithalos fuliginosus",1
"Phylloscopus sibilatrix",0
"Phylloscopus bonelli",0
"Phylloscopus pulcher",0
"Phylloscopus maculipennis",0
"Phylloscopus humei",0
"Phylloscopus inornatus",1
"Phylloscopus subviridis",0
"Phylloscopus proregulus",0
"Phylloscopus tytleri",1
"Phylloscopus griseolus",0
"Phylloscopus affinis",0
"Phylloscopus fuligiventer",0
"Phylloscopus fuscatus",0
"Phylloscopus neglectus",0
"Phylloscopus trochilus",1
"Phylloscopus sindianus",1
"Phylloscopus collybita",1
"Phylloscopus tristis",1
"Phylloscopus coronatus",0
"Phylloscopus ijimae",1
"Phylloscopus olivaceus",0
"Phylloscopus cebuensis",0
"Phylloscopus ruficapilla",1
"Phylloscopus umbrovirens",1
"Phylloscopus laetus",0
"Phylloscopus laurae",1
"Phylloscopus herberti",1
"Phylloscopus budongoensis",0
"Phylloscopus trochiloides",0
"Phylloscopus magnirostris",0
"Phylloscopus borealis",0
"Phylloscopus ricketti",0
"Phylloscopus cantator",1
"Phylloscopus occipitalis",0
"Phylloscopus hainanus",1
"Phylloscopus trivirgatus",1
"Phylloscopus floresianus",1
"Phylloscopus presbytes",1
"Phylloscopus makirensis",0
"Phylloscopus sarasinorum",0
"Phylloscopus amoenus",0
"Phylloscopus poliocephalus",0
"Graueria vittata",0
"Nesillas typica",0
"Nesillas lantzii",0
"Nesillas brevicaudata",0
"Acrocephalus taiti",0
"Acrocephalus vaughani",1
"Acrocephalus scirpaceus",1
"Iduna rama",0
"Locustella major",0
"Locustella tacsanowskia",0
"Locustella accentor",0
"Locustella caudata",0
"Locustella castanea",0
"Locustella musculus",0
"Locustella portenta",0
"Locustella disturbans",0
"Locustella davidi",0
"Locustella thoracica",0
"Poodytes carteri",0
"Poodytes punctatus",0
"Poodytes gramineus",0
"Malia grata",0
"Cincloramphus cruralis",1
"Cincloramphus rubiginosus",0
"Cincloramphus bivittatus",0
"Cincloramphus mathewsi",1
"Cincloramphus timoriensis",0
"Cincloramphus mariae",0
"Elaphrornis palliseri",0
"Schoenicola platyurus",0
"Schoenicola striatus",0
"Catriscus brevirostris",0
"Megalurus palustris",0
"Bradypterus bangwaensis",0
"Bradypterus lopezi",0
"Bradypterus cinnamomeus",0
"Bradypterus seebohmi",0
"Bradypterus baboecala",0
"Bradypterus graueri",1
"Bradypterus centralis",0
"Donacobius atricapilla",0
"Cryptosylvicola randrianasoloi",0
"Hartertula flavoviridis",1
"Thamnornis chloropetoides",1
"Neomixis tenella",1
"Cisticola erythrops",0
"Cisticola cantans",0
"Cisticola lateralis",0
"Cisticola anonymus",0
"Cisticola hunteri",1
"Cisticola chubbi",0
"Cisticola nigriloris",0
"Cisticola aberrans",0
"Cisticola chiniana",1
"Cisticola cinereolus",0
"Cisticola rufilatus",0
"Cisticola subruficapilla",0
"Cisticola lais",0
"Cisticola pipiens",0
"Cisticola tinniens",0
"Cisticola ruficeps",0
"Cisticola brachypterus",0
"Cisticola rufus",0
"Cisticola troglodytes",0
"Cisticola fulvicapilla",1
"Cisticola angusticauda",0
"Cisticola juncidis",1
"Cisticola cherina",0
"Cisticola textrix",0
"Cisticola dambo",0
"Cisticola brunnescens",0
"Cisticola ayresii",0
"Cisticola exilis",1
"Prinia crinigera",0
"Prinia striata",0
"Prinia polychroa",0
"Prinia cooki",0
"Prinia rocki",0
"Prinia atrogularis",0
"Prinia buchanani",1
"Prinia rufescens",1
"Prinia hodgsonii",1
"Prinia gracilis",1
"Prinia lepida",0
"Prinia sylvatica",0
"Prinia familiaris",1
"Prinia flaviventris",0
"Prinia socialis",0
"Prinia subflava",0
"Prinia inornata",0
"Prinia somalica",0
"Prinia flavicans",0
"Prinia maculosa",0
"Prinia hypoxantha",0
"Prinia molleri",1
"Prinia bairdii",0
"Prinia erythroptera",0
"Schistolais leucopogon",1
"Schistolais leontica",1
"Phragmacia substriata",0
"Micromacronus leytensis",0
"Urolais epichlorus",1
"Oreolais pulcher",0
"Oreolais ruwenzorii",0
"Drymocichla incana",0
"Spiloptila clamans",0
"Phyllolais pulchella",0
"Apalis fuscigularis",0
"Apalis flavida",0
"Apalis binotata",0
"Apalis personata",0
"Apalis jacksoni",0
"Apalis chariessa",0
"Apalis nigriceps",1
"Apalis melanocephala",0
"Apalis chirindensis",0
"Apalis porphyrolaema",0
"Apalis chapini",0
"Apalis sharpii",0
"Apalis rufogularis",0
"Apalis karamojae",1
"Apalis goslingi",0
"Apalis cinerea",1
"Eminia lepida",0
"Camaroptera brachyura",0
"Camaroptera superciliaris",0
"Camaroptera chloronota",0
"Camaroptera toroensis",0
"Calamonastes undosus",0
"Calamonastes fasciolatus",0
"Euryptila subcinnamomea",0
"Bathmocercus cerviniventris",0
"Bathmocercus rufus",0
"Orthotomus sutorius",0
"Orthotomus atrogularis",0
"Orthotomus sericeus",0
"Orthotomus ruficeps",0
"Orthotomus sepium",0
"Orthotomus cinereiceps",0
"Orthotomus nigriceps",0
"Orthotomus samarensis",0
"Artisornis moreaui",0
"Artisornis metopias",0
"Poliolais lopezi",1
"Eremomela icteropygialis",1
"Eremomela flavicrissalis",0
"Eremomela pusilla",1
"Eremomela scotops",1
"Eremomela gregalis",0
"Eremomela usticollis",1
"Eremomela turneri",1
"Eremomela atricollis",1
"Sylvia dohrni",1
"Sylvia galinieri",0
"Sylvia nigricapillus",0
"Curruca layardi",0
"Curruca buryi",0
"Curruca deserti",0
"Curruca melanothorax",0
"Curruca iberiae",0
"Curruca subalpina",0
"Curruca cantillans",1
"Curruca conspicillata",0
"Curruca undata",1
"Myzornis pyrrhoura",0
"Lioparus chrysotis",1
"Chrysomma sinense",1
"Chrysomma altirostre",1
"Fulvetta ruficapilla",1
"Fulvetta danisi",1
"Fulvetta striaticollis",1
"Fulvetta vinipectus",1
"Fulvetta ludlowi",1
"Fulvetta manipurensis",1
"Fulvetta formosana",0
"Chamaea fasciata",0
"Paradoxornis heudei",1
"Paradoxornis flavirostris",1
"Paradoxornis guttaticollis",0
"Paradoxornis aemodium",0
"Paradoxornis unicolor",1
"Paradoxornis paradoxus",1
"Paradoxornis gularis",1
"Paradoxornis margaritae",1
"Paradoxornis ruficeps",0
"Suthora davidiana",1
"Suthora fulvifrons",1
"Suthora nipalensis",1
"Suthora verreauxi",0
"Suthora atrosuperciliaris",1
"Suthora conspicillata",1
"Suthora zappeyi",0
"Suthora brunnea",1
"Suthora ricketti",0
"Suthora webbiana",1
"Suthora alphonsiana",1
"Suthora przewalskii",0
"Parayuhina diademata",0
"Staphida everetti",1
"Staphida castaniceps",1
"Staphida torqueola",1
"Yuhina nigrimenta",1
"Yuhina brunneiceps",1
"Yuhina flavicollis",0
"Yuhina humilis",0
"Yuhina bakeri",1
"Yuhina gularis",1
"Yuhina occipitalis",1
"Dasycrotapha speciosa",0
"Dasycrotapha pygmaea",1
"Sterrhoptilus capitalis",0
"Sterrhoptilus dennistouni",0
"Sterrhoptilus nigrocapitatus",1
"Zosterornis hypogrammicus",0
"Zosterornis striatus",0
"Zosterornis latistriatus",0
"Zosterornis nigrorum",0
"Megazosterops palauensis",0
"Heleia javanica",1
"Heleia pinaiae",1
"Heleia squamifrons",0
"Heleia squamiceps",0
"Heleia superciliaris",1
"Heleia dohertyi",0
"Heleia muelleri",0
"Heleia crassirostris",0
"Heleia wallacei",1
"Apalopteron familiare",0
"Tephrozosterops stalkeri",0
"Zosterops ceylonensis",1
"Zosterops nigrorum",1
"Zosterops atricapilla",0
"Zosterops abyssinicus",1
"Zosterops flavilateralis",0
"Zosterops emiliae",0
"Zosterops palpebrosus",0
"Zosterops meyeni",0
"Zosterops olivaceus",0
"Zosterops borbonicus",1
"Zosterops mauritianus",1
"Zosterops melanocephalus",0
"Zosterops stenocricotus",1
"Zosterops stuhlmanni",1
"Zosterops brunneus",1
"Zosterops poliogastrus",0
"Zosterops kikuyuensis",0
"Zosterops socotranus",1
"Zosterops ficedulinus",0
"Zosterops griseovirescens",0
"Zosterops feae",1
"Zosterops lugubris",1
"Zosterops leucophaeus",1
"Zosterops senegalensis",1
"Zosterops kasaicus",1
"Zosterops pallidus",1
"Zosterops virens",1
"Zosterops anderssoni",1
"Zosterops vaughani",1
"Zosterops modestus",0
"Zosterops anjuanensis",1
"Zosterops aldabrensis",1
"Zosterops comorensis",1
"Zosterops mayottensis",0
"Zosterops maderaspatanus",1
"Zosterops meratusensis",1
"Zosterops chloris",1
"Zosterops flavissimus",1
"Zosterops atrifrons",1
"Zosterops nehrkorni",0
"Zosterops consobrinorum",0
"Zosterops somadikartai",0
"Zosterops anomalus",0
"Zosterops minor",0
"Zosterops chrysolaemus",0
"Zosterops dehaani",0
"Zosterops atriceps",0
"Zosterops flavus",1
"Zosterops citrinella",0
"Zosterops luteus",1
